refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Community ID,Gravity,Degree Centrality,Betweenness Centrality,Edge Weight Sum
ADODAA,OC(=O)c1c[nH]nc1,Cu,10.01761,4.91096,10.01629,3,0.6716705841196391,0.0033755274261603376,0.0,3.738954310546915
AFIPUB,O=C1C(=O)C(=O)C1=O,Cd,1.48057,0.66871,1.46299,23,0.2995906035956371,1.0,0.0,4.990315119076507
AFIXAO,c1ncc[nH]1,Co,6.33013,4.53148,6.32971,24,0.06970298342632002,1.0,0.0,9.975356873191537
AFIXES,c1ncc[nH]1,Co,6.44385,4.77083,6.42923,24,0.0,1.0,0.0,9.97065656365584
AFORCD,OC=O,Cd,1.70202,1.00965,1.70202,25,0.2777938195495153,1.0,0.0,8.994739699641846
AFOTOF,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Eu,6.60057,5.0347,6.59902,8,0.511304865945852,0.41700404858299595,0.011232814300393523,89.946154275119
AFOVAT,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,La,6.397,4.99848,6.31381,7,0.7022278250696984,0.32903225806451614,0.1423798013855731,43.89608638413034
AFOVEX,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Ce,6.68924,5.0823,6.61679,27,0.47237812062600354,0.4418604651162791,0.014068735873953183,33.51080023174858
AFOVIB,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Gd,6.59796,4.92425,6.53518,20,0.5466185647108204,0.3459119496855346,0.02089390549565003,47.678846901629136
AFOVOH,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Nd,6.65313,4.8196,6.18579,28,0.48510041952387334,0.31007751937984496,0.03698213343149273,34.429473067014015
AFOYEB,O[C@H]([C@H](C(=O)O)O)[C@@H]([C@@H](C(=O)O)O)O,Co,5.92566,5.81418,5.92369,17,0.0,1.0,0.0,0.9066490831524328
AFUDOX,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Ho,5.66244,3.60459,5.66244,29,0.48173670954460296,0.4444444444444445,0.008294830946346097,17.28155056953506
AGDCNM,N#CC(N(=O)=O)C#N,Ag,2.1022,0.74448,1.77282,32,0.0,1.0,0.0,0.8081490469677951
AGEGOL,O=C1C(=O)C(=O)C1=O,Ca,3.67071,1.04284,3.15977,33,0.05015193497564496,1.0,0.0,5.938962819260264
AGESIP,O=C1C(=O)C(=O)C1=O,Cu,3.67076,3.05174,3.64368,34,0.0,1.0,0.0,1.9603147290423089
AGOGOU,[nH]1cnnc1,Fe,1.3569,0.81723,1.35063,36,0.0,1.0,0.0,0.9998112285289324
AGONAM,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Cd,5.63222,4.90729,5.59904,16,0.7432393964469988,0.08154943934760449,0.003284243219933369,68.1062712485083
AGOXAL02,OC(=O)C(=O)O,Ag,0.94823,0.31422,0.94823,37,0.0,1.0,0.0,1.9998882308835617
AGOXAL03,OC(=O)C(=O)O,Ag,0.95627,0.35018,0.95281,37,0.18367410582626084,1.0,0.0,1.999924837728408
AGOXAL04,OC(=O)C(=O)O,Ag,0.94506,0.33871,0.94506,37,0.3333333333333333,1.0,0.0,1.9999546652977136
AGSLFA,OS(CCS(O)(O)O)(O)O,Ag,1.56317,0.82387,1.56317,38,1.0,1.0,1.0,1.6994315062250172
AGSLFB,OS(CCCCS(O)(O)O)(O)O,Ag,1.52152,1.02466,1.4687,38,0.030289036663840235,0.5,0.0,0.8901588334259273
AGULAQ,OC(=O)CN1C=C(O)CC(=C1)C(=O)O,Mn,3.20902,1.59246,3.20792,39,0.3333333333333333,1.0,0.0,1.9406567353859796
AGUVEE,n1ncn(c1)n1cnnc1,Cu,4.90012,2.38894,4.90012,40,1.0,1.0,0.003846153846153846,12.7900129732296
AGUVOO,n1ncn(c1)n1cnnc1,Cu,5.67981,3.26844,5.66818,40,0.9999696154943502,1.0,0.003846153846153846,12.787454474602235
AGUWEG01,N#C[C@H]1C(=O)C(=C(C(=O)C1=O)Cl)O,K,1.49429,0.30317,1.42701,41,0.0,1.0,0.0,0.811001096562126
AHIJOQ,O[C@H]([C@H](C(=O)O)O)C(=O)O,Pb,1.64909,0.55607,1.57823,44,0.2784875831722123,1.0,0.0,1.9860288950189995
AHIJOQ01,O[C@H]([C@H](C(=O)O)O)C(=O)O,Pb,1.54742,0.5975,1.54256,44,0.3333333333333333,1.0,0.0,1.9882790474715148
AHOBAB,OC(=O)c1ccc(cc1)N,Mn,1.58627,0.92558,1.58627,2,0.3916230161427328,0.31352459016393447,0.0017611548702905645,127.13035203540097
AHOKIR01,OP(=O)(CCCCP(=O)(O)O)O,Cu,4.25517,3.48028,4.25517,45,0.6774635299259025,0.4782608695652174,0.029361942405420657,9.775961981875327
AHONEQ,OC(=O)c1cccc(c1)C(=O)O,Eu,2.76177,1.49883,2.76048,8,0.5505237041287333,0.40890688259109315,0.02188894446766505,85.06623837843635
AHUBIO,O=N(=O)c1ccc(c(c1)N(=O)=O)O,Pb,1.62355,1.05115,1.61227,46,0.0,1.0,0.0,0.8666166476081312
AJIFIJ,OC(=O)[C@H]([C@H](C(=O)O)CC(=O)O)CC(=O)O,Cd,1.88836,0.8759,1.86868,48,0.0,1.0,0.0,0.8444190442942142
AKOXIJ,OC(=O)c1ccncc1,Ni,7.14788,4.61354,6.21478,12,0.6523816084666674,0.4427083333333333,0.013560823661066807,72.48563175024678
AKUHOD,OC(=O)CC(=O)O,Gd,2.38411,1.18118,2.38411,49,0.0,0.6923076923076923,0.0,7.829495520629173
AKUHOD01,OC(=O)CC(=O)O,Gd,2.5796,1.22633,2.57203,49,0.45877761307081544,0.6923076923076923,0.0,7.8274345532147365
ALICII,[nH]1cnnc1,Cu,9.4646,9.44604,9.4646,52,0.1387008447983836,1.0,0.0,18.88593034466622
ALIQUH,OC(=O)C(=O)O,Mn,3.96739,2.24492,3.96739,53,0.039386496907577374,1.0,0.0,7.0359143354807285
ALIRAO,OC(=O)C(=O)O,Mn,1.3527,0.61583,1.3527,53,0.04035329559793629,1.0,0.0,7.035279088567998
ALIRAO01,OC(=O)C(=O)O,Mn,1.35759,0.38492,1.10821,53,0.0,1.0,0.0,7.0093997086999025
ALOVEC,OC(=O)c1ccc(cc1)C(=O)O,V,3.17356,1.91917,3.151,54,0.9999997843661523,1.0,0.00033399203985638335,57.21972299509586
ALUJIB,OC(=O)c1ccc(cc1)C(=O)O,Ce,4.19509,1.36623,4.19487,27,0.7192346394179457,0.627906976744186,0.05265644917640348,46.890041181661964
ALUJOH,OC(=O)c1ccc(cc1)C(=O)O,Nd,4.23007,1.46065,4.09972,28,0.7923454860955088,0.4728682170542636,0.09183188870950844,52.216669977561814
ALUJUN,OC(=O)c1ccc(cc1)C(=O)O,Y,2.72505,1.11645,2.54188,55,0.9993948414149681,0.9444444444444444,0.10068397201685006,29.60286055067307
AMIXOK,OC(=O)c1ccc(cc1)C(=O)O,Nd,2.04656,0.8728,2.04656,28,0.7763993360088687,0.4728682170542636,0.07970703690730864,52.33200824128904
AMOROK,OS(CCCCP(=O)(O)O)(O)O,Sm,2.35877,1.29641,2.3246,64,0.0,1.0,0.0,0.9008201813450164
AMUCOB,OC(=O)CCCC(=O)O,Ca,4.04145,3.31528,4.04145,65,0.9991292642997225,1.0,0.03571428571428571,6.5443380308046475
ANAYUL,O=C1CC(=O)NC(=O)N1,K,1.69524,1.10391,1.6946,67,0.3185771824192045,1.0,0.0,5.561744335660856
ANAZAS,O=C1CC(=O)NC(=O)N1,Na,1.53711,0.83809,1.49077,68,0.320026462371749,1.0,0.0,3.571795945813781
APANAI,OC(=O)C(CC(=O)O)(CC(=O)O)O,Na,1.61638,0.77684,1.39852,69,0.0,1.0,0.0,1.9972370991471082
APAZAU,OC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Eu,6.57194,4.44244,6.55023,8,0.477379724506416,0.41700404858299595,0.005060806349372212,89.37553490415365
APAZEY,OC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Tb,6.61049,4.46802,6.61008,9,0.5227488247076174,0.49238578680203043,0.007923177309130582,84.12895991141617
APUPEH,OC(=O)c1cc(O)c(c(c1)O)c1c(O)cc(cc1O)C(=O)O,Cu,20.13909,14.64242,20.13909,3,0.6800788330387854,0.14008438818565402,0.0029997060049268744,140.77766226685796
AQIROJ,Cc1nnn[nH]1,Zn,4.97281,2.1784,4.96325,71,0.20203640613980647,1.0,0.0,7.979121118362768
AQOJUL,OC(=O)c1cnccc1C(=O)O,Cd,2.06141,1.1472,2.05506,16,0.6184320945064725,0.039755351681957186,1.8749859518284528e-05,32.57670918145718
AQOLID,n1ncc([nH]1)c1cc(cc(c1)c1c[nH]nn1)c1cnn[nH]1,Co,15.46143,9.59092,15.4431,72,0.2623375255724512,1.0,0.0,2.766749280507206
AQOLUP,[nH]1ncc(n1)c1cc(cc(c1)c1[nH]nnc1)c1nn[nH]c1,Co,15.58222,5.36079,15.57824,72,0.2849541420319734,1.0,0.0,2.809171301540685
AQOMEA,n1ncc([nH]1)c1cc(cc(c1)c1c[nH]nn1)c1cnn[nH]1,Co,15.33346,4.73533,15.3237,72,0.3333333333333333,1.0,0.0,2.7802633542167894
AQOMEA01,[nH]1ncc(n1)c1cc(cc(c1)c1nn[nH]c1)c1nn[nH]c1,Co,14.51653,2.40787,14.51024,72,0.0,1.0,0.0,2.609995123061907
ARUJED,OC(=O)[C@@H]1C=CN(C=C1)CCCN1C=C[C@H](C=C1)C(=O)O,Mn,4.17005,2.86333,4.17005,74,0.3270752056297142,1.0,0.0,3.829829147640012
ASAHEJ,OC(=O)CCn1c(=O)n(CCC(=O)O)c(=O)n(c1=O)CCC(=O)O,U,6.02935,4.93353,5.61416,75,0.0,0.75,0.0,2.43680405939394
ASEJIT,OC(=O)c1cc(cc(c1)c1nnn[nH]1)C(=O)O,Cd,2.96882,2.16389,2.96712,16,0.390700007364285,0.08664627930682978,0.007882500365563446,71.60912235806909
ASELIV,Clc1cccc(c1)C1=N[C@H](C(=N1)C(=O)O)C(=O)O,Co,4.93892,1.65648,4.93892,76,0.0,1.0,0.0,0.8611903112383958
ASEMUG,OC(=O)CN(CC(=O)O)CC(=O)O,La,1.77785,0.93713,1.56776,77,0.0,1.0,0.0,0.999999630867392
ASEMUG01,OC(=O)CN(CC(=O)O)CC(=O)O,La,1.78023,0.93823,1.57538,77,0.0,1.0,0.0,0.999999630867392
ASUKEE,n1ccc(cc1)c1ccncc1,Cu,4.78914,3.45844,4.64139,3,0.6800832531349478,0.11561181434599156,0.007923517143386963,117.01118623026662
ATEYUV,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Ho,8.6334,7.29572,8.00143,29,0.4534795456439169,0.4222222222222222,0.005214022865538016,16.527243761323618
ATEZIK,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Lu,9.70566,7.60488,9.70301,80,1.0,1.0,1.0,1.690117695262102
ATIBIO,OC=O,Mn,4.93073,4.02236,4.93073,35,0.33150108284161206,1.0,0.0,177.52912390330198
ATIJUI,OC(=O)c1ccc(cc1)C(=O)O,Pr,2.42116,1.52432,2.42116,30,0.8942065045245601,0.39215686274509803,0.10885272195999691,34.219656224388544
ATIJUJ,OP(=O)(CN1CCC(CC1)C1CCN(CC1)CP(=O)(O)O)O,Co,17.72872,17.62968,17.72872,81,0.6103449901264189,0.8571428571428571,0.0,5.699581061939433
ATIKAP,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.27471,1.13195,2.26873,20,0.8313104702511298,0.4968553459119497,0.03764596839292211,68.19434282235464
ATIKET,OC(=O)c1ccc(cc1)C(=O)O,Dy,2.27825,1.14904,2.26396,22,0.8503831054915102,0.6194690265486725,0.0515864923640188,60.463735326362006
ATIKIX,OC(=O)c1ccc(cc1)C(=O)O,Y,2.28779,1.13671,2.2837,55,1.0,0.9444444444444444,0.10068397201685006,29.65369151922635
AVAXIF,OC(=O)[C@H]([C@@H](C(=O)O)CC(=O)O)CC(=O)O,Pb,1.91106,1.11136,1.86818,82,0.3333333333333333,1.0,0.0,1.680969130803726
AVERUP,[nH]1cnnc1,Cd,5.85569,2.96583,4.5012,83,0.3333333333333333,1.0,0.0,13.951324805082068
AVESAW,[nH]1cnnc1,Cd,3.16277,1.6353,3.03254,83,0.30340040545755187,1.0,0.0,13.962921730707887
AVESEA,[nH]1cnnc1,Cd,3.88823,1.99057,2.9193,83,0.31860940692604817,1.0,0.0,13.947870856367686
AVESIE,[nH]1cnnc1,Cd,4.24323,1.71033,4.06303,83,0.2889667561302218,1.0,0.0,13.946483896777526
AVIHIY,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Ho,6.02076,5.53553,6.00599,29,0.6732027501302936,0.4666666666666667,0.1075070928858808,18.023891660035588
AVIHOE,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Tm,5.97132,5.49555,5.97132,31,0.902470016666448,0.7000000000000001,0.09703778677462886,12.383018673925488
AVOFUM,OC(=O)c1ccc(cc1)C(=O)O,Ag,1.32025,0.72471,1.32025,1,0.7736505005435713,0.16371681415929204,0.15352850952652197,31.53813302784592
AVUCEA,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,6.42752,3.7088,6.42391,0,0.7454919883840455,0.44832402234636876,0.01706377534189576,271.88901967640294
AVUFED,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Na,2.05985,1.11394,2.05985,85,0.41255611504532225,0.17391304347826086,0.1660079051383399,3.421126177206654
AVUPIR,OP(=O)(CN1CCN(CC1)CP(=O)(O)O)O,Zr,3.83313,3.55395,3.83313,86,0.0,1.0,0.0,0.9877420308147687
AVUPOX,OP(=O)(CN1CCN(CC1)CP(=O)(O)O)O,Zr,2.53651,0.97848,2.53651,86,0.0,1.0,0.0,0.9877420308147687
AWAREV,Nc1[nH]nc(n1)N,Zn,4.90839,4.53328,4.90839,87,0.0,1.0,0.0,4.018545576881035
AWARIZ,Nc1nnc([nH]1)N,Zn,4.91513,4.53824,4.91513,88,0.3333333333333333,1.0,0.0,1.999550187849156
AWAROF,Nc1nnc([nH]1)N,Zn,4.94584,4.57783,4.94584,88,0.321170863378029,1.0,0.0,1.9995331658285709
AWELAP,O=N(=O)[C@H]1C=C(N(=O)=O)C(=O)[C@@H](C1=O)N(=O)=O,K,1.27323,0.51813,1.27323,89,0.42418798838772,0.375,0.42857142857142855,2.423721501587712
AWEMUL,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,Na,1.61064,0.92626,1.45054,90,0.3159160469852556,1.0,0.0,2.8141586298926398
AWEWUV,OC(=O)c1cc(cc(c1)C(=O)O)N1C(=O)c2c(C1=O)cccc2,Cu,3.60333,2.06758,3.60332,3,0.6800798035950516,0.0919831223628692,2.0271754851186375e-05,90.66912589403528
AWIBAL,OC(=O)c1cc(N)c(cc1N)C(=O)O,Lu,4.59094,3.68543,4.59094,91,0.0,1.0,0.0,0.991646053110889
AWIBEP,OC(=O)c1cc(N)c(cc1N)C(=O)O,Lu,2.2796,0.84707,2.27187,91,0.0,1.0,0.0,0.991646053110889
AWOJOM,OC(=O)c1ccc(cc1N)N(=O)=O,Cs,1.73291,0.90648,1.58911,92,0.2557781942141876,0.46153846153846156,0.02051282051282052,5.025742912847491
AXIGAR,N#CNC#N,Co,6.09592,3.76413,5.92267,94,0.3235597068806821,1.0,0.0,14.992805203941323
AXIMUP,[O-][n+]1ccc(cc1)CCc1cc[n+](cc1)[O-],La,5.37395,3.20079,5.32146,95,0.0,1.0,0.0,3.379933091679821
AXINAX01,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Co,17.39442,12.31705,17.38994,0,0.4734261776857139,0.30726256983240224,0.0038932531730425206,187.7116175282478
AXINIF,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Co,9.61893,8.65143,9.60699,0,0.4442466914885745,0.29329608938547486,0.002185823686175453,179.1713821026893
AYAVON,OC(=O)[C@@H]1O[C@@H]([C@H]([C@H]1C(=O)O)C(=O)O)C(=O)O,Pb,1.28934,0.75891,1.24959,97,0.0,1.0,0.0,0.8388781957251932
AYIVIO,OC(=O)c1cccc(=O)[nH]1,Cs,2.13126,0.92767,2.11915,98,0.0,1.0,0.0,0.8084037729392483
AYOREN,OC(=O)c1ccc(s1)C(=O)O,Cd,3.4916,1.46988,3.4916,99,0.0,1.0,0.0,0.8243221041986182
AYUWUM,OC(=O)COc1c2Sc3cc(cc(c3O)Sc3cc(cc(Sc4c(c(Sc1cc(c2)C(C)(C)C)cc(c4)S(O)(O)O)O)c3O)S(O)(O)O)S(O)(O)O,Na,4.54144,2.53589,4.51666,100,0.0019667454565026055,0.14285714285714285,0.0,0.8399294817334488
AZEBUE,OC(=O)c1ccc(s1)C(=O)O,Ho,3.00565,1.6697,2.44799,101,0.0,1.0,0.0,0.9975507313857044
AZILEA,OC(=O)C1CCN(CC1)CP(=O)(O)O,Pr,3.60514,2.00081,3.20915,102,0.3333333333333333,1.0,0.0,2.6310046183512514
AZIXIR,OC(=O)c1cc(ccc1O)N(=O)=O,Rb,1.78695,0.7608,1.76168,103,0.7813979057617799,0.45,0.3040350877192982,7.593026169240536
AZIYIR,OC(=O)CCCCC(=O)O,Nd,1.67986,1.03753,1.67986,56,0.6792558308277452,0.9629629629629629,0.006112949753300631,24.1219789768749
AZIYOX,OC(=O)CCCCC(=O)O,Nd,2.58206,1.02381,2.58206,56,0.6498207250102728,0.9259259259259258,0.00514391391584374,23.24165532360029
AZOCAU,OC(=O)/C=C/C(=O)O,Pr,1.87562,0.69466,1.62175,104,0.0,1.0,0.0,0.9955738046217558
BADHUM,OC(=O)c1ccc(cc1)C(=O)O,Sc,4.02685,2.97037,3.88239,14,0.9210703600344033,0.9787234042553191,0.0002422800757675873,45.14842340628491
BADNOM,OC(=O)c1[nH]c(nc1C(=O)O)c1ccccn1,Ba,2.20053,1.43186,2.19614,105,0.32994916976933647,0.2857142857142857,0.2857142857142857,1.636007228109429
BADZAK,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.13491,5.24025,7.05818,5,0.6858278069244824,0.4881889763779527,0.003537125174580255,598.6537177733696
BAEDTA01,OC(=O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,Ba,5.09667,1.98417,5.09667,106,0.3054679649044314,0.3076923076923077,0.0,3.688693668796813
BAFORM,OC=O,Ba,1.48296,0.81186,1.48245,107,0.0,1.0,0.0,0.9996491763592582
BAHNEG,Oc1ccc(cc1)NNc1ccc(cc1)S(O)(O)O,Ag,2.21734,0.94198,2.21734,108,0.6999924877886053,0.16666666666666666,0.0,0.8917398607797675
BAHOXH13,OC(=O)C(=O)O,Ba,1.53034,0.66236,1.52257,109,0.30664583666269135,1.0,0.0,7.990987014193305
BAKWIV,O[C@H]([C@@H](C(=O)O)O)C(=O)O,Nd,2.90389,2.00071,2.90389,110,0.3333333333333333,1.0,0.0,1.8993252075092046
BALFAV01,n1ccc(cc1)c1ccncc1,Mo,3.29115,2.04867,3.29115,111,0.9999872909485786,1.0,0.03571428571428571,6.246438045058719
BALFAV02,n1ccc(cc1)c1ccncc1,Mo,3.30887,2.05502,3.30887,111,0.9996414168559866,1.0,0.03571428571428571,6.24654918869666
BALFAV03,n1ccc(cc1)c1ccncc1,Mo,2.94578,1.1057,2.93879,111,0.999604840751449,1.0,0.03571428571428571,6.243093428310316
BALFAV04,n1ccc(cc1)c1ccncc1,Mo,2.94612,1.11536,2.94612,111,0.43710350472965337,1.0,0.03571428571428571,6.243413294930196
BALLOP,N#CC(c1ccc(cc1)C(C#N)C#N)C#N,Cu,2.17099,1.23509,2.1617,112,0.0,1.0,0.0,8.978936684976127
BALMUW,OC(=O)C(=O)O,Ba,1.546,0.85904,1.546,109,0.3333333333333333,1.0,0.0,7.991810674442981
BALMUW01,OC(=O)C(=O)O,Ba,1.54328,0.74376,1.54328,109,0.0,1.0,0.0,7.99289723055222
BALZEW,OC(=O)C(CC(=O)O)(CC(=O)O)O,Cs,1.53015,0.59794,1.5239,113,0.0,1.0,0.0,0.999540971256372
BAMMOU,C[C@H](c1[nH]nc(n1)[C@H](O)C)O,Cu,11.01746,9.30314,11.01746,114,0.28158295496327373,1.0,0.0,3.509307763749611
BAMMUA,C[C@@H](c1[nH]nc(n1)[C@@H](O)C)O,Cu,10.17237,8.68839,10.17237,114,0.2812556205545764,1.0,0.0,3.509075023075452
BAMNAH,CC(c1[nH]nc(n1)C(C)C)C,Cu,9.39866,8.82369,9.39866,114,0.3333333333333333,1.0,0.0,3.546103217053028
BAMNEL,CC(c1[nH]nc(n1)C(C)C)C,Cu,9.39804,8.8402,9.39804,114,0.33320444840500407,1.0,0.0,3.546011577542145
BANLUA,O=C1CC(=O)NC(=O)N1,K,2.77904,1.45436,2.77904,67,0.30031176440067026,1.0,0.0,5.5684473496308575
BAOXAL,OC(=O)C(=O)O,Ba,1.57995,0.67146,1.57995,109,0.29798956526724396,1.0,0.0,7.990367422500953
BAOXAL02,OC(=O)C(=O)O,Ba,1.59457,0.68369,1.58554,109,0.303076367855283,1.0,0.0,7.9907315216009245
BAOXAL03,OC(=O)C(=O)O,Ba,1.63616,0.66169,1.63616,109,0.2744875948320858,1.0,0.0,7.988685217199122
BAQMOW,O=C1C(=O)C(=O)C1=O,Mn,5.10365,0.92079,5.10365,115,0.19153850365872435,1.0,0.0,6.9819603926703815
BAQMUC,O=C1C(=O)C(=O)C1=O,Zn,4.99748,0.99899,4.48892,116,0.0,1.0,0.0,2.9973070973092444
BAQXOG,O=C1C(=O)C(=O)C1=O,Mn,1.26151,0.56003,1.25236,115,0.3333333333333333,1.0,0.0,6.983799315585007
BAQXOG01,O=C1C(=O)C(=O)C1=O,Mn,1.25905,0.56081,1.23344,115,0.28782810349988114,1.0,0.0,6.9835382849056575
BAQXOG02,O=C1C(=O)C(=O)C1=O,Mn,1.26112,0.5617,1.23436,115,0.27740913254350136,1.0,0.0,6.983531727315382
BAQXOG03,O=C1C(=O)C(=O)C1=O,Mn,1.26165,0.56499,1.25161,115,0.30375728997978513,1.0,0.0,6.983367549816937
BARKOV,OC(=O)c1[nH]c(cc(=O)c1)C(=O)O,Cs,2.036,0.89522,1.86936,98,0.0,1.0,0.0,0.8084037729392483
BARLEO,OP(=O)(c1ccc(cc1)C(c1ccc(cc1)P(=O)(O)O)(c1ccc(cc1)P(=O)(O)O)c1ccc(cc1)P(=O)(O)O)O,Zr,11.99733,7.22891,8.46924,117,0.32608876398059233,1.0,0.0,2.6566391792964623
BARMAL,OP(=O)(c1ccc(cc1)C(c1ccc(cc1)P(=O)(O)O)(c1ccc(cc1)P(=O)(O)O)c1ccc(cc1)P(=O)(O)O)O,Zr,4.95858,4.29121,4.94499,117,0.3333333333333333,1.0,0.0,2.660782224982208
BARMEP,OP(=O)(c1ccc(cc1)[C@]12C[C@]3(C[C@@](C2)(C[C@@](C1)(C3)c1ccc(cc1)P(=O)(O)O)c1ccc(cc1)P(=O)(O)O)c1ccc(cc1)P(=O)(O)O)O,Zr,6.59488,5.5571,6.59488,117,0.0,1.0,0.0,2.4701545753125282
BASHAF,N#CNC#N,Mn,7.27498,4.28782,7.27364,118,0.32257562242933585,1.0,0.0,14.97945660104219
BASHOT,N#CNC#N,Fe,5.73974,3.56198,5.73974,119,0.2688280111141618,1.0,0.0,3.9987774968059853
BAWRUO,OP(=O)(CP(=O)(O)O)O,U,5.80574,3.14155,5.80574,120,0.0,1.0,0.0,2.512396840925279
BAXFIR,n1ncn(c1)NNn1cnnc1,Fe,4.18096,3.48207,4.18096,121,0.29700170901196543,1.0,0.0,3.999904597555164
BAXFIR01,n1ncn(c1)NNn1cnnc1,Fe,4.08461,3.48945,4.06863,121,0.3049931583057817,1.0,0.0,3.999908585410605
BAXFIR02,n1ncn(c1)NNn1cnnc1,Fe,4.03285,3.42273,4.0125,121,0.3333333333333333,1.0,0.0,3.999922727591456
